image_path,transcription
000/a01-049x.png,"Sentence Database
A01-049
Senator Allen Ellender, of Louisiana, sparked off the opposition by telling a television
audience it was ""current Washington gossip"" that Weaver once had Communist affilia-
tions. The Senate Banking Committee, which is headed by another Southern Senator
- Willis Robertson, of Virginia - met today in closed session to discuss Weaver's ap-
pointment. Senator Robertson later disclosed he had sent a letter to Mr. Kennedy
saying he had received several complaints about Weaver's loyalty.
Senater
Allen Ellender, of Louisiana
sparked off the opposition by telling a
television
И
audience it was
""current Washington
И
gossip
that
Weave once had Communist affilia-
tions.
The Senate Banking Committee, which
is
headed
by anothe
Souther
Senaler
-
Willis Robertson, of Virginia - met today in
closed session to discuss Weaver's appointment.
Senator Rabotson lale disclosed he had sent a
имею не
ello to Mr. Kennedy saying we had received several
complaints about
Weaver's
loyality.
Name:"
000/a01-053u.png,"Sentence Database
A01-053
He said these concerned Mr. Weaver's alleged association with organisations black-
listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator
Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver.
He believed he would perform ""outstanding service"" in his post. Senator Robertson's
committee has to pass Mr. Weaver's nomination before it can be considered by the
full Senate.
He said these concerned
Mr. Weaver's
alleged association with organisations black-
Government. Immediatly Mr.
lided by the
Kennedy rushed
a
Letter to
Senator Rabotson
saying
reported on
The Federal Bureau of Investigaticus had
Mr.
he would perform ""outstanding service
Weaver. He believed
не
in his post.
Senator Robetson's committee
has to pass
Mr. Weaver's nomination before it
can
be considered by the full
full Senate.
Name:"
000/a01-058u.png,"Sentence Database
A01-058
PRESIDENT KENNEDY is ready to get tough over West Germany's cash offer to
help America's balance of payments position. He said bluntly in Washington yester-
day that the offer 357million was not good enough. And he indicated that his
Government would try to get Germany to pay more. He did not mention personal
talks with Dr. Adenauer, the West German Chancellor.
-
-
PRESIDENT KENNEDY is weady to get though
0400
West
Gomany's cash offer to
help
America's
Balace of payments position. He
не
said Ohutly in Washington gede day that
the offer
-
357 million - was not good enough.
And
he indicated that his Government
would try to get
Germany to
pay
move. Me
did not
mention pesonal talks with Dr.
Adenauer, the west
не
German Chancellor.
Name:"
000/a01-063u.png,"Sentence Database
A01-063
But he said discussions ""on a higher level than in the past"" might be useful. The
President will probably discuss the problem with Dr. Brentano, the West German
Foreign Minister, who is due in Washington next week. A big slice of Germany's
""aid"" is the early payment of a 210million debt to America. United States officials
quickly point out that this is money due to America anyway.
But
he said
discussions
Cu
a highes
Level
than in the part
The President will
might be useful.
probably discuss the
problem with Dr. Brentano, the West German
Foreign Ministe, who is due in Washington
next week. A big slice of Germany's aid""
is the early payment of
dept to America. United
a
и
210 million
States officials
quickly point out
that
this is money due
to
America
ausway.
Name:"
000/a01-068u.png,"Sentence Database
A01-068
And they are unimpressed by the Germans' claim that they cannot pay more than
357million without upsetting their own economy. The Americans say Germany is
having it too good and is not paying for the past or for the present. The Adenauer
Government flatly rejected attempts by the Eisenhower Government to get them to
pay a regular sum towards the cost of keeping American troops in Germany.
ha
they are
mimpressed by the Germans clain
that they cannot
without upsetting their
рау може
може виаш 352 ий піст
оши ессному
The
Вейссия ху
good and is not
Germany is having it too
not paying for the past
ог
for the
present. The Adenauer Government
flatly rejected attempts by the
Eisenhower
Governmеnt do get нам о рау а не дила
pay
они
towards the cast of keeping American
roops - Germany.
Name:"
000/a01-072u.png,"Sentence Database
A01-072
These support costs are a big drain on America's dollar reserves. Dr. Adenauer's
answer is the once-and-for-all cash offer of 357million. President Kennedy's rejection
of it is a painful blow to the West German Government. It will now have to pay
more and increase taxation to do so or run the obvious risks in upsetting the new
American administration.
-
-
These support Casts
America's dollar
are a big drain an
resoves. Dr. Adenauer's
anowe is the
ance
-
and-for-all
caoh
offer of
357 million. President Kemedy's
rejection of it is
painful blow to the
West German
Government. It will now
have
to pay more -
and
increase taxation to do
160
or run
the
abvious task rish in upsetting
the new
American
administration.
Name:"
000/a01-077u.png,"Sentence Database
A01-077
And, since this is election year in West Germany, Dr. Adenauer is in a tough spot.
Joyce Egginton cables: President Kennedy at his Washington Press conference ad-
mitted he did not know whether America was lagging behind Russia in missile power.
He said he was waiting for his senior military aides to come up with the answer on
February 20.
And, since
mis is election
year
in
West
Germany,
Dr. Adenauer is in a tough spot.
Joyce Egginton cables: President
Kennedy
منا لمه
Washington Press conference admitted
he did not know
Whether
America was
lagging behind Russia in missile power.
He said he was
waiting for his senior
military aides to come up with the answer
on February 20.
Name:"
000/a01-082u.png,"Sentence Database
A01-082
This surprising statement was a sharp about-face from his warnings during the Presi-
dential election campaign. He claimed slackness in the Eisenhower Administration had
caused America to lag behind Russia in nuclear development. President Kennedy did
his best to avoid giving Pressmen a direct answer. George Brown*¿ CHILDREN**¿
TWO men who are poles apart in personality last night dominated Parliament's
fiercest battle since the 1959 election - Mr. George Brown and Mr. Enoch Pow-
ell, the Health Minister.
This surpince statement was
a shoup about-
face from his
warnings during the
Presidential election campaign. He claimed
slackness in
the
Eisen howell
soministration
had
caused
America to lag behind
behind Russia
3 nuclear
did his
a direct
development. President Kemedy
best to avoid giving Pressmen
answer. George Brown
CHILDREN TWO
Two
men
who are poles apout
in personality last night dominated
Name:"
000/a01-087u.png,"Sentence Database
A01-087
Mr. Brown, passionate and warm-hearted, led Labour's attack on the higher health
charges. Mr. Powell, white-faced and outwardly unemotional, replied with a statis-
tical statement and ended by inciting Labour M Ps to angry uproar. One dealt
with the human issue behind the Health Service; the other tried to show that the
balance-sheet must always come first.
-
Mr. Brown,
passicuale and
wam
hearted,
led
Labaw's
attack
on
the
highes
health
charges.
Mr. Powell, white-faced and
outwardly memotional, replied with a
statistical statement
-
and
ended by inciting
Labour
MP to angry
uproar.
One dealt
with the
питаль
iosue
behind
The Health
Service;
the other tried
ones tried to show
that the
balance - sheet
must
always came
first.
Name:"
000/a01-091u.png,"Sentence Database
A01-091
The result of the vote was not in doubt. For the Tories were massed in answer to their
whips to defeat a censure motion on the Government for ""undermining the Health
Service"" and placing heavy burdens on those least able to bear them. Mr. Brown
declared that the policy under censure was monstrous. It had offended many people
far beyond the ranks of Labour supporters.
The
result
of the vote was not in doubt.
For the Tories were
massed in answer to
their
Whips to
defeat
a
сения майси
the
Government for
undermining the
И
Health Service""
and placing heavy burdens
on Luase least
able to
Bear them.
μr.
Brown
declared
that the policy mde
censure ways monstrous. It had offended
many people
far beyond the rank of
Labour supportes.
Name:"
000/a01-096u.png,"Sentence Database
A01-096
The Press, many doctors and public were denouncing the proposals. He quoted from
this letter which Mr. Gaitskell had received: ""My background is a doctor of 68,
who has practised medicine for 43 years, chiefly as a panel doctor. ""I am a lifelong
Conservative. I am horrified and amazed by my party's proposal to prostitute the
whole principle of the State service and to render that service a hardship to poor
people.
The Press, many doctors and public were
denouncing
the
proposals.
не quodead босто
this lelle which Mr.
Gaits hell had received:
И
My background is
a docter of 68, who
has
practiced medicine for 43 years, chiefly
as
a panel docter.
an
a life lang
Conservative. I am
horrified and
ama
zed
by my party's proposal
to
to prostitute the
whole principle of the
State service and
to
mendes that service a hardship to poor
people.
Name:"
000/a01-102u.png,"Sentence Database
A01-102
""After a lifetime of helping others and healing the sick, my considered opinion is that
anybody supporting the increased charges is a wicked, old -."" Mr. Brown went on:
""We are dealing with a noble edifice which needs an imaginative architect to improve
it, but it has got a quantity surveyor. We have descended from the real problems to
fiddling about with bills of cost.
""
After
lifetime
a life time of helping others and
Leaving the
the sick, my
considered opinion is that
anybody supporting the increased charges is a
wiched
old
-
Mr. Brown went am:
we
и
are
dealing with
a uable edifice which
weedo
an
imaginative architect to improve
it,
but it has gat a
quantity surveyer. We
have
descended from the real
рисевских до
fiddling
about
with
bills of cost.
Name:"
000/a01-107u.png,"Sentence Database
A01-107
""We believe that a comprehensive medical service, free to the patient at the point of
need and with one standard for all sick people, is good and attainable. ""We remain
for it. But the Tories never were."" Interrupted by angry Tories, Mr. Brown retorted:
""The jackals bay when there is nothing better they can do.""
""
We believe that
a
service,
free
comprehensive medical
to the patient at the point
of need and with are standard for all
sich people,
is good and attainable.
we nemain
for it. But
The Tories
ncues
were.
se.
hele rupted by angry Tories,
Mr. Brown retorted:
The jackals bay
Λ
when there is nothing belle they can do.""
Name:"
000/a01-113u.png,"Sentence Database
A01-113
-
-
He told them that their conception of social services was wholly different funda-
mentally different from that of Labour. They would provide an ambulance service for
the absolutely wretched but it would not be too comfortable nor too easy to get.
Answering jeers that it was Labour which first put a ceiling on health spending and
started charges, Mr. Brown reminded the hostile Government benches that was done
in 1950 because of the financial strain of the Korean war.
не
told
them
that their conception of social
services
was wholly different
-
fundamentally
different
from
that of Labour. They would
provide
an
ambulance service for the absolutely
wretched
-
but it
would
nat
be too comfortable
405
too
easy to get. Answering jeers that
it was Labaw
which first put a
ceiling
си
health spending and
started charges, Mr.
Brown reminded the hostile Government
венсисо
that
Сось
done in 1950
because of the financial
shain of the
Korean was.
Name:"
000/a01-117u.png,"Sentence Database
A01-117
In fact, the Tories made it worse now for the sick and needy than Labour had to make
it in 1950. And as a percentage of social service expenditure, health had fallen from
28.5 to 23.1 per cent. Then Mr. Brown swung his attack directly to the unsmiling
Mr. Powell. He demanded that instead of taking it out of the patients Mr. Powell
should take ruthless action against the drug making industry, whose profits had risen
by up to 400 per cent. in the last eight years.
m
fact, the Tories made it worse
for the sick
and needy man
now
Labour had
to make it in 1950. And as a percentage
of social service expenditure, health had
fallen from 28.5 to 23.A per cent.
Then
Mr. Brown swing his attack directly to
the momniling
Mr. Powell. He
не
demanded
that instead of taking it out of the
patients
Mr. Powell should
take ruthless
action against the drug maring industry,
whose profits had
risen
by up to 400 per
Name:"
000/a01-122u.png,"Sentence Database
A01-122
""Mr. Powell finds it easier to take it out of mothers, children and sick people than to
take on this vast industry,"" Mr. Brown commented icily. ""Let us have a full inquiry
into the cost of drugs and the pharmaceutical industry."" The health of children today
owed much to the welfare food scheme. It was maintained during the war. Now in
conditions of Tory affluence it seemed it could not be carried on.
4
Mr. Powell finds it easier to take it aut
of mothers, childre
and sich people than
to
фане
cm this
vast industry,"" Mr.
Bronon commented
icity.
let us
have
a
full inquiry into
the cost of drugs and
me
pucrmaceutical industry.
The health
of children today owed
much to the welfare
maintained during
food scheme. は It was
the war. Now in conditions of Tory
affmrence it allmed
it could not be
carried
on.
Name:"
000/a01-128u.png,"Sentence Database
A01-128
-
When Mr. Brown sat down Labour MPs cheered for a full minute and even his
bitterest opponents on defence joined in. Mr. Powell devoted half his speech to giving
details of plans for improving the hospital service, on which indeed the Government
is making progress. His basic defence of the Health Service cuts was that ""even after
the proposed changes the net cost of the service to the Exchequer will have increased
over three years by 20 per cent.
When
Mr. Brown sat down
Labour MPo
cheered for a full minute
миниве
-
and
even his
billo est
opponents
см
defence joined in.
Mr. Powell
devoted half his speech to giving
details of plans for improving the hospital
service, on which indeed the Government is
making progress. Mio
ванс
defened of the
mealth Service auto
си was that
even after
the proposed changes the net cost of the
service
to the Exchequer will have in creased
ove
three
year by 20
per aut.
Name:"
000/a01-132u.png,"Sentence Database
A01-132
""That cannot continue without either development being limited or an adjustment
being made in financing."" The Government decided to adjust the financing - which
Mr. Powell claimed was underpinning - not undermining the service. Answering
the attack on ""economic charges"" for welfare foods, Mr. Powell said that all these
foods would still be free in families receiving regular National Assistance grants.
-
и
That cannot continue without either development
being limited or an
adjustment being made
in financing."" The Government decided to
adjust the financing which
-
Mr. Powell
claimed
was
und pinning - not undomining-
the service. Mowering the attach on
"" economic charges"" for
welfare foods, Mr.
Powell said
that all these
foods would
still be face in families receiving regular
National Assistance grants.
Name:"
000/a01-132x.png,"Sentence Database
A01-132
""That cannot continue without either development being limited or an adjustment
being made in financing."" The Government decided to adjust the financing - which
Mr. Powell claimed was underpinning - not undermining the service. Answering
the attack on ""economic charges"" for welfare foods, Mr. Powell said that all these
foods would still be free in families receiving regular National Assistance grants.
-
""That cannot continue without either development
being
limited
or
an
adjustment being made
И
ad just
financing. ""The Government decided to ad
the financing - which Mr. Powell claimed was
underpinning- not undermining - the service.
шарімнінд
Mowering the attach on
y
economic charges""
4
for welfare, Mr. Powell said that all these
foods would still be free in families receiving
regular
Name:
National
bsistance grants."
000/a03-050.png,"Sentence Database
A03-050
On the other hand, Mr. Pearson excels in meeting people informally, but many still
regard him ""as some sort of cross between an egghead and a missionary"". His party
advisers are now trying to correct that image. The bow tie has gone; he is having
lessons on television techniques and is being coached by speech experts.
Он ние оние
hand,
Mr. Pearson exeels
in meeting people in formally but many
still regard
min
нај
стя scrd af
as
sort
arass
between
си
Cgghead
and лі ээсисици,
mis party advices
are
now trying ho
ccrued
шар наде. The
300
tie has
gone;
ne
косно си
helevision techniques
and is being coached
by
ореесь
expob.
Name:
и малі"
000/a03-071.png,"Sentence Database
A03-071
But, at the same time, there is reason to believe that the Federal Government is not
convinced, on the basis of the information it has so far, that such a project would
be justified from a scientific point of view; and not merely constitute a ""prestige""
satellite, duplicating to some extent American efforts, as Die Welt suggests today in
a highly critical editorial article.
But, at the
same time, there is
reason to
believe that the Federal Government is not
convinced,
on
the basis of the information
it has so far, Luat
such
a project would
be justified from a scientific point of view;
and
not merely constitute
a
и
prestige""
satellite, duplicating to save
extent
American
effants,
as
Die Welt suggests today in
a highly critical which.
Name:
U. Mauri"
000/a03-073.png,"Sentence Database
A03-073
On the specific question of the use of Blue Streak, Mr. Thorneycroft's task will be
easier. He can point out that this is the only rocket and launcher in Europe to have
reached a sufficient stage of development for adaptation as the first stage in putting
a heavy satellite into outer space. There has also been some talk of adopting another
British rocket, Black Knight, for the second stage, but the French have one of their
own called Veronique which they would like to see used.
On the specific question of the use
си
Smeak, Mr. Thorneycroft's
ще
of Be
task will be
task
point out that this is the
easier. me ca
only rocket
and lanches in Ewor 10
have
for
reached
a sufficient shage of development
adaptation
as the first shage in
сьо
putting
a neavy
satelite into
aute space.
These
9a3 been
some talk of adopting another
British
rochet, Black Knight, for the second
stage, but the French have me at the
130
caned veroniane which they would
line to
see used.
Name:
U. Mark"
000/a03-080.png,"Sentence Database
A03-080
The Foreign Ministry spokesman added today, however, that the Brussels Treaty was
irrelevant, because research on the various rocket stages had already been concluded,
and only cooperation on the type of capsule was involved. A lesser obstacle to German
participation is the absence of any Ministry or Minister directly responsible for it -
and therefore of any budget under which funds could be appropriated.
The Foreise
Ministes spokesman
added
today, however, that the Brussels Tweaks
133
irrelevant,
because
research on the
си
various mochet shages had
already
been
concluded,
and only cooperation
me type
of capsule was involved. A 600
olotache
10
German participation is the
abence of
any Ministry or
Minister
directly responsible
for it
and
мнее fave
od
aus
budget
maer
whin famnds
could
be appropriated.
Name:
U. Marti"
000/a03-089.png,"Sentence Database
A03-089
This is expected eventually to replace the Fiat G-91, and the F 104 Starfighter, the
backbone of the German Air Force.
This is expected
expected eventually to replace the
Fiat
G-SA, and
the
F104 Starfisher,
на васиваке
of the
Стечиси
Mir
Force.
Name:
U. Marti"
000/a05-000.png,"Sentence Database
A05-000
THE next White Paper on defence, to be published in March, is likely to contain a
five-year plan for the three Services. Its aim will be to produce superbly equipped,
all-Regular forces of about 400,000 men. The three Services would be ""integrated"" to
a greater extent than ever before.
THE next White Paper
on
defence, to
be pubished
in
March, is
is likely to
carlain
a
Live-year plan
for
me twee
Services.
Its air will be to produce superbly
equipped,
an - Regular forces
of
abant
400'000 men.
ме
The Whee
Service
would be
nintegrated"" to
a
queater
chest
than
5008
before.
Name:
U. Marti"
000/a05-013.png,"Sentence Database
A05-013
The scheme will be subject to Cabinet approval. Mr. Watkinson remains convinced
that the policy initiated in 1957, in Mr. Sandys's time as Minister of Defence, is still
correct. This was to return to the tradition of all-Regular voluntary forces, with the
last National Serviceman out of uniform by the end of 1962.
The sorene
will subject to
Cabinet
approval.
Mr. Wathinson remains
Си-
vinced that the
policy initiated in
1957, in
Mr. Sandys's time
ao
کمه نیستید
of Defence, is still connect. This
143
10
return to
me
tradition of
all - Regular
voluntary forces, with all
last
Narimal
Serviceman
out of müterm
the end
39
of 1962.
Name:
U. Marni"
000/a05-017.png,"Sentence Database
A05-017
The Minister regards the recent trend of recruiting figures as encouraging. He is
confident the aim can be achieved. While the possibility of an eventual return to
National Service in some form cannot be entirely discounted, he does not agree that
the point has been reached where this need even be considered. If National Service is
ever resorted to, engagement would probably have to be for three years.
The
minines
недела
the recent
mend
at
recruiting
fiques
as
encouraging.
не
is
canticent
the ain
can be achieved.
While
me possibility of an
eventual netern
to National
Service in sane
farm
Сашов
ве
сић'ещ
discourted,
не
does
нав адле
mat
the point has
has been
васнесь
whee mis need
wen bee
considered. If
National
service is 1025 resorted to,
engagement
would probably have to
be for
нее years.
Name:
V. Mauri"
000/a05-022.png,"Sentence Database
A05-022
It is thought this would be the minimum necessary for the extended training modern
arms require and to enable each man to serve at least a year overseas. There is no
truth in suggestions that Mr. Watkinson is at odds with the Service chiefs over the
decision to dispense with National Service, or over any other aspect of defence policy.
# is
thaught
this would be
вне ийніши
necessary
Sur
не
etherded
waining moder
am
requine
во снавсе
and
each
man to.
3202
at least
a year
80 Greas.
There is
по
truth in suggestions that
Mr.
Walkinson
is
at
oddo
with me Sevice chiefs over
ние
Service,
defence policy.
decisio
to
dispense
wihn
National
08801
any other aspect of
Name:
U. Mauri"
000/a05-025.png,"Sentence Database
A05-025
Criticisms about Army manpower appear to have come mainly from retired officers
who have held high positions but are out of touch with the existing situation. Mr.
Watkinson has had the utmost support from the C.I.G.S., Field-Marshal Sir Francis
Festing, who believes completely in the principle of an all-Regular army. Gen. Sir
Richard Hull, who is to succeed Sir Francis, is equally convinced Mr. Watkinson is
right.
Criticisms
about truy manperver
appear
40 have
came
mainly from retired offices
w43
have
held
high passion
positions Out
are
aut
об ванси
with the
existing situation.
Mr. Wat kissan
has
had the utmost support
from
не
C. I. G.S.,
Field
-
Marshal Sin
Francis Testing,
040
believe
completely
in me
principle of
all-Regular army.
Ge
Sir Richard
Hull, who is to
who is to succeed
ser Francis, is
equally convinced
45.
Wathinsen in
night.
Name:
U. Mauli"
000/a05-029.png,"Sentence Database
A05-029
Sir Francis is to hand over to Sir Richard as from Nov. 1. The hand-over, due in
September, was delayed because of the Berlin crisis. Mr. Watkinson and his advisers
felt the change would be unwise at a moment when attention had to be concentrated
on possible need for important military operations. For this reason Sir Francis stayed
on, and sacrificed his leave.
Sir Francis is to hand
over to
Sir Richever
95
from
Nov. 1. The
hand-0005,
due in
September, wars
delayed because of
вне
Berlin crisis. Mr. Watkinson
and his advices
felt
me
change
осилов
ве могле eh
9
moment where when
attention had to be
concentrated on possible need
for important
military operatius. For this alasan
sir
си,
and
salo sacrificed
Francis stayed on
nio
Name:
leave.
U. Mauri"
000/a05-039.png,"Sentence Database
A05-039
There was a computed 8.4 per cent. swing towards the Nationalist party of Dr.
Verwoerd, the Prime Minister. This implies the disappearance of the Progressive
party from the House. Early results in yesterday's general election showed Nationalists
being returned in their strongholds, like Bloemfontein and the Transvaal, with slightly
increased majorities. In the Cape, the veteran United Party politician, Mr. Harry
Lawrence, standing as a Progressive, was defeated in his constituency, Salt River, by
the United party candidate, Mr. H. M. Timoney.
There
12
a
camputed
8.4
per cent owing
towards the
Nationalists
party of Dr. Verwoerd,
me Prine minister. This implies
من
me
ais -
appearance of the Progressive parky from
не
Hause.
ན་ ་
Early results in
yes day's
general election showed
Nalimalists being
netved in
their shrougholds,
Line Bloem-
fankin
and
me Transvaal
winn slightly
поснесшесь
majarities.
ие
the Cape, the
velevan
United Party politican, Mr.
Harry
Lawrence, shanding
a
a
Progressive, was
Name:
и. Май"
000/a05-044.png,"Sentence Database
A05-044
The defeat of the leader of the Progressive party, Dr. Steytler, in Port Elizabeth South,
announced immediately afterwards by the United party candidate, Mr. Plewman, left
the Progressives deprived of both their chief figures. Dr. Verwoerd and the Leader of
the Opposition, Sir de Villiers Graaff, have been returned unopposed. The contests
were for 86 seats as 70 Nationalists and 20 United party candidates are unopposed.
The defeat
of the leader
of whe
Progressive party, Dr. Steytler, in Part
Роднетое
Elisabeth South,
annanced
immediately
afterwards by
me
united party candidate,
Mr. Plewman, left
The Proguessices deprived
of bath meir chief figues. Dr. verwoerd and
the leader of
the Opposition,
sir de
Viliess Graatt,
have been
невисов
hoppesed,
The contests
were
for
86
as
70
Naricuations
and
20
united party
party candi-
сия
dates are mopposed.
Name:
U. Mauri"
000/a05-048.png,"Sentence Database
A05-048
Long before polling closed at 8 p.m. it was evident that voters were bored by the
Government's frequent appeals to the electorate. The election was the fourth in four
years. In most constituencies it may go down as the most apathetic in the country's
history. THE Prime Minister disclosed in the Commons last night that he had con-
sidered early in the Parliamentary recess whether to mobilise reserves necessary to
bring the British Army of the Rhine on to a war footing.
Long before polling closed at 8 p.m. it was
р.ш.
evident
voles were bored
by
Goocomment's frequent
appeals
по вне
electorale.
The election was
In most castituencies it
мне ваши по Асим цесло
dauw
А
мау до down
ние исов саравляйс
но ние
cantry's history.
THE Prime Minister
disdosed
ние
Ссилиси
last night
Лисав че
had considwed early
=
Parliamentary
й на Райсиевагу не сего
шмене
to
шовійое мелено
несенску то
bing
не
British Army of the Rhine on to
a
war footing.
Name:
и май"
